algorithm,dataset,input_files,merged_rows,pareto_rows,reference_rows,hv,spread,igd,mdh,output_file
AGEMOEA,Health-ClosedIssues0006.csv,1,2,2,3,0.9819778241245527,0.8783157485542632,0.5026616883025514,0.6425090926814969,pass_3_outputs\Health-ClosedIssues0006\AGEMOEA.csv
AGEMOEA2,Health-ClosedIssues0006.csv,1,2,2,3,0.9819778241245527,0.8783157485542632,0.5026616883025514,0.6425090926814969,pass_3_outputs\Health-ClosedIssues0006\AGEMOEA2.csv
CTAEA,Health-ClosedIssues0006.csv,1,3,3,3,1.0091351776661044,0.5999830370449017,0.5026616883025514,0.6733194545269948,pass_3_outputs\Health-ClosedIssues0006\CTAEA.csv
NSGA2,Health-ClosedIssues0007.csv,1,21,21,8,0.3103301948491827,0.7035173819590048,0.07912448249372839,1.1370155105680742,pass_3_outputs\Health-ClosedIssues0007\NSGA2.csv
MOEAD,Health-ClosedIssues0007.csv,1,2,2,8,0.09552187148434926,0.0,1.159245067206689,1.0264733427421933,pass_3_outputs\Health-ClosedIssues0007\MOEAD.csv
NSGA3,Health-ClosedIssues0007.csv,1,7,7,8,0.2752301159221623,0.8145018189166012,0.1228810666610487,1.1262875523896774,pass_3_outputs\Health-ClosedIssues0007\NSGA3.csv
UNSGA3,Health-ClosedIssues0007.csv,1,7,7,8,0.28267731643956745,0.8136737401419358,0.12362361910612998,1.125281985237153,pass_3_outputs\Health-ClosedIssues0007\UNSGA3.csv
RNSGA3,Health-ClosedIssues0007.csv,1,3,3,8,0.23064185792782438,0.9997876667872703,0.3144487990153791,1.032754535395668,pass_3_outputs\Health-ClosedIssues0007\RNSGA3.csv
RVEA,Health-ClosedIssues0007.csv,1,9,9,8,0.24282545924719787,0.7659957279652158,0.10777707725943111,1.1962197750418462,pass_3_outputs\Health-ClosedIssues0007\RVEA.csv
AGEMOEA,Health-ClosedIssues0007.csv,1,25,25,8,0.2992516323080453,0.7216018644602681,0.11171559774074627,1.1820337177061924,pass_3_outputs\Health-ClosedIssues0007\AGEMOEA.csv
AGEMOEA2,Health-ClosedIssues0007.csv,1,18,18,8,0.308580229355091,0.6739373683206002,0.07912448249372839,1.1720413459724652,pass_3_outputs\Health-ClosedIssues0007\AGEMOEA2.csv
CTAEA,Health-ClosedIssues0007.csv,1,22,22,8,0.31033685563476354,0.6912394287247137,0.07912448249372839,1.1460568864899645,pass_3_outputs\Health-ClosedIssues0007\CTAEA.csv
NSGA2,Health-ClosedIssues0008.csv,1,3,3,7,0.4987821837699274,0.8353100888235351,0.22207613818096114,0.8939721969123572,pass_3_outputs\Health-ClosedIssues0008\NSGA2.csv
MOEAD,Health-ClosedIssues0008.csv,1,4,4,7,0.3335957301930627,0.5189682040391274,0.3357769762098605,0.9337630512421137,pass_3_outputs\Health-ClosedIssues0008\MOEAD.csv
NSGA3,Health-ClosedIssues0008.csv,1,3,3,7,0.4987821837699274,0.835310088823535,0.22207613818096114,0.8939721969123573,pass_3_outputs\Health-ClosedIssues0008\NSGA3.csv
UNSGA3,Health-ClosedIssues0008.csv,1,3,3,7,0.4987821837699274,0.835310088823535,0.22207613818096114,0.8939721969123573,pass_3_outputs\Health-ClosedIssues0008\UNSGA3.csv
RNSGA3,Health-ClosedIssues0008.csv,1,2,2,7,0.4843523592085239,0.38678462505262834,0.4576946209855612,0.697068620414938,pass_3_outputs\Health-ClosedIssues0008\RNSGA3.csv
RVEA,Health-ClosedIssues0008.csv,1,16,16,7,0.6905746318607767,0.5333653108194913,0.18996726664066507,0.8289469528408326,pass_3_outputs\Health-ClosedIssues0008\RVEA.csv
AGEMOEA,Health-ClosedIssues0008.csv,1,4,4,7,0.5345994686195881,0.832952642887485,0.25649450591118245,1.0021852948922074,pass_3_outputs\Health-ClosedIssues0008\AGEMOEA.csv
AGEMOEA2,Health-ClosedIssues0008.csv,1,4,4,7,0.5345994686195881,0.832952642887485,0.25649450591118245,1.0021852948922074,pass_3_outputs\Health-ClosedIssues0008\AGEMOEA2.csv
CTAEA,Health-ClosedIssues0008.csv,1,3,3,7,0.49878218376992733,0.835310088823535,0.22207613818096114,0.8939721969123573,pass_3_outputs\Health-ClosedIssues0008\CTAEA.csv
NSGA2,Health-ClosedIssues0009.csv,1,2,2,3,0.131741410488246,1.0047563702592839,0.4820557419340295,1.1734680747932766,pass_3_outputs\Health-ClosedIssues0009\NSGA2.csv
MOEAD,Health-ClosedIssues0009.csv,1,1,1,3,0.12100000000000014,,0.8320480894794203,1.0,pass_3_outputs\Health-ClosedIssues0009\MOEAD.csv
NSGA3,Health-ClosedIssues0009.csv,1,2,2,3,0.131741410488246,1.0047563702592839,0.4820557419340295,1.1734680747932766,pass_3_outputs\Health-ClosedIssues0009\NSGA3.csv
UNSGA3,Health-ClosedIssues0009.csv,1,2,2,3,0.131741410488246,1.0047563702592839,0.4820557419340295,1.1734680747932766,pass_3_outputs\Health-ClosedIssues0009\UNSGA3.csv
RNSGA3,Health-ClosedIssues0009.csv,1,2,2,3,0.131741410488246,1.0047563702592839,0.4820557419340295,1.1734680747932766,pass_3_outputs\Health-ClosedIssues0009\RNSGA3.csv
RVEA,Health-ClosedIssues0009.csv,1,14,14,3,1.1591835840008118,0.8347390601509049,0.09120998825824918,0.9067633277320878,pass_3_outputs\Health-ClosedIssues0009\RVEA.csv
AGEMOEA,Health-ClosedIssues0009.csv,1,2,2,3,0.131741410488246,1.0047563702592839,0.4820557419340295,1.1734680747932766,pass_3_outputs\Health-ClosedIssues0009\AGEMOEA.csv
AGEMOEA2,Health-ClosedIssues0009.csv,1,2,2,3,0.131741410488246,1.0047563702592839,0.4820557419340295,1.1734680747932766,pass_3_outputs\Health-ClosedIssues0009\AGEMOEA2.csv
CTAEA,Health-ClosedIssues0009.csv,1,2,2,3,0.131741410488246,1.0047563702592839,0.4820557419340295,1.1734680747932766,pass_3_outputs\Health-ClosedIssues0009\CTAEA.csv
NSGA2,Health-ClosedIssues0010.csv,1,12,12,5,0.4241445124252713,0.36408639846526825,0.32707959343496656,0.8811933954616636,pass_3_outputs\Health-ClosedIssues0010\NSGA2.csv
MOEAD,Health-ClosedIssues0010.csv,1,9,9,5,0.3118892163465426,0.3528348777867922,0.3552392587310095,0.9841083310259047,pass_3_outputs\Health-ClosedIssues0010\MOEAD.csv
NSGA3,Health-ClosedIssues0010.csv,1,8,8,5,0.40364858769774564,0.438096553465111,0.3562034460071774,0.9057296784355142,pass_3_outputs\Health-ClosedIssues0010\NSGA3.csv
UNSGA3,Health-ClosedIssues0010.csv,1,7,7,5,0.39566277665578214,0.41602912578698725,0.3641726112815909,0.8884481857771627,pass_3_outputs\Health-ClosedIssues0010\UNSGA3.csv
RNSGA3,Health-ClosedIssues0010.csv,1,1,1,5,0.1948932595016938,,0.6412668658548627,0.9011882072568947,pass_3_outputs\Health-ClosedIssues0010\RNSGA3.csv
RVEA,Health-ClosedIssues0010.csv,1,1,1,5,0.06321666980954185,,0.668392088841631,1.1189959446541942,pass_3_outputs\Health-ClosedIssues0010\RVEA.csv
AGEMOEA,Health-ClosedIssues0010.csv,1,11,11,5,0.42542664574433603,0.3694385264022276,0.33303117950978434,0.8764427429572254,pass_3_outputs\Health-ClosedIssues0010\AGEMOEA.csv
AGEMOEA2,Health-ClosedIssues0010.csv,1,12,12,5,0.42787854752651083,0.3697840118126386,0.32706658402504857,0.8779764402492519,pass_3_outputs\Health-ClosedIssues0010\AGEMOEA2.csv
CTAEA,Health-ClosedIssues0010.csv,1,12,12,5,0.4278785475265109,0.36978401181263865,0.32706658402504857,0.8779764402492519,pass_3_outputs\Health-ClosedIssues0010\CTAEA.csv
NSGA2,Health-ClosedPRs0002.csv,1,17,17,3302,0.764586892919836,0.12892323546365483,0.0001516105549810344,0.9706245913263165,pass_3_outputs\Health-ClosedPRs0002\NSGA2.csv
MOEAD,Health-ClosedPRs0002.csv,1,32,32,3302,0.12100000000000014,0.0,0.004410776371794636,1.0,pass_3_outputs\Health-ClosedPRs0002\MOEAD.csv
NSGA3,Health-ClosedPRs0002.csv,1,2,2,3302,0.764586892919836,1.095847501441066,0.0001516105549810344,0.7503090262736898,pass_3_outputs\Health-ClosedPRs0002\NSGA3.csv
UNSGA3,Health-ClosedPRs0002.csv,1,2,2,3302,0.764586892919836,1.095847501441066,0.0001516105549810344,0.7503090262736898,pass_3_outputs\Health-ClosedPRs0002\UNSGA3.csv
RNSGA3,Health-ClosedPRs0002.csv,1,1,1,3302,0.12100000000000014,,0.004410776371794636,1.0,pass_3_outputs\Health-ClosedPRs0002\RNSGA3.csv
RVEA,Health-ClosedPRs0002.csv,1,4,4,3302,1.236621677836841,1.044789337320739,2.592894461337569e-05,0.7279832708363447,pass_3_outputs\Health-ClosedPRs0002\RVEA.csv
AGEMOEA,Health-ClosedPRs0002.csv,1,19,19,3302,0.12100000000000014,0.0,0.004410776371794636,1.0,pass_3_outputs\Health-ClosedPRs0002\AGEMOEA.csv
AGEMOEA2,Health-ClosedPRs0002.csv,1,19,19,3302,0.12100000000000014,0.0,0.004410776371794636,1.0,pass_3_outputs\Health-ClosedPRs0002\AGEMOEA2.csv
CTAEA,Health-ClosedPRs0002.csv,1,22,22,3302,0.764586892919836,0.099622500131006,0.0001516105549810344,0.9773008205703355,pass_3_outputs\Health-ClosedPRs0002\CTAEA.csv
NSGA2,Health-ClosedPRs0003.csv,1,15,15,3285,0.48080079681275,0.064398938626863,0.0009029026999870237,0.9709223628756533,pass_3_outputs\Health-ClosedPRs0003\NSGA2.csv
MOEAD,Health-ClosedPRs0003.csv,1,34,34,3285,0.12100000000000014,0.0,0.0011966139887955212,1.0,pass_3_outputs\Health-ClosedPRs0003\MOEAD.csv
NSGA3,Health-ClosedPRs0003.csv,1,3,3,3285,0.4782965281730232,0.24332414633161137,0.0009029732131390073,0.865202256505014,pass_3_outputs\Health-ClosedPRs0003\NSGA3.csv
UNSGA3,Health-ClosedPRs0003.csv,1,3,3,3285,0.4782965281730232,0.24332414633161137,0.0009029732131390073,0.865202256505014,pass_3_outputs\Health-ClosedPRs0003\UNSGA3.csv
RNSGA3,Health-ClosedPRs0003.csv,1,1,1,3285,0.12100000000000014,,0.0011966139887955212,1.0,pass_3_outputs\Health-ClosedPRs0003\RNSGA3.csv
RVEA,Health-ClosedPRs0003.csv,1,8,8,3285,1.133738643844635,0.8343619033743088,0.00020890202312046302,0.7396964490314942,pass_3_outputs\Health-ClosedPRs0003\RVEA.csv
AGEMOEA,Health-ClosedPRs0003.csv,1,13,13,3285,0.12100000000000014,0.0,0.0011966139887955212,1.0,pass_3_outputs\Health-ClosedPRs0003\AGEMOEA.csv
AGEMOEA2,Health-ClosedPRs0003.csv,1,13,13,3285,0.12100000000000014,0.0,0.0011966139887955212,1.0,pass_3_outputs\Health-ClosedPRs0003\AGEMOEA2.csv
CTAEA,Health-ClosedPRs0003.csv,1,15,15,3285,0.4782965281730232,0.061428132739772115,0.0009029732131390073,0.9730404513010028,pass_3_outputs\Health-ClosedPRs0003\CTAEA.csv
NSGA2,Health-ClosedPRs0004.csv,1,9,9,518,0.19515331600303895,0.5041378704349668,0.0012712467167051815,1.0656003894759722,pass_3_outputs\Health-ClosedPRs0004\NSGA2.csv
MOEAD,Health-ClosedPRs0004.csv,1,16,16,518,0.19515331600303895,0.29555105643693025,0.0012712467167051815,1.0369002190802346,pass_3_outputs\Health-ClosedPRs0004\MOEAD.csv
NSGA3,Health-ClosedPRs0004.csv,1,3,3,518,0.19515331600303895,1.1018934632845103,0.0012712467167051815,1.1968011684279172,pass_3_outputs\Health-ClosedPRs0004\NSGA3.csv
UNSGA3,Health-ClosedPRs0004.csv,1,3,3,518,0.19627452015541957,1.0870780814999537,0.0012780896089331177,1.1879708674081426,pass_3_outputs\Health-ClosedPRs0004\UNSGA3.csv
RNSGA3,Health-ClosedPRs0004.csv,1,2,2,518,0.1948756248442557,1.3785008932187248,0.005315426415826448,1.056550643695639,pass_3_outputs\Health-ClosedPRs0004\RNSGA3.csv
RVEA,Health-ClosedPRs0004.csv,1,5,5,518,0.7343494350428265,0.8255931505168146,0.0010725106787498324,1.1062556839041766,pass_3_outputs\Health-ClosedPRs0004\RVEA.csv
AGEMOEA,Health-ClosedPRs0004.csv,1,10,10,518,0.19515331600303895,0.45828541836947445,0.0012712467167051815,1.0590403505283752,pass_3_outputs\Health-ClosedPRs0004\AGEMOEA.csv
AGEMOEA2,Health-ClosedPRs0004.csv,1,10,10,518,0.19515331600303895,0.45828541836947445,0.0012712467167051815,1.0590403505283752,pass_3_outputs\Health-ClosedPRs0004\AGEMOEA2.csv
CTAEA,Health-ClosedPRs0004.csv,1,13,13,518,0.19640605807273798,0.4831592558196633,0.0011096591140985956,1.0800934477013002,pass_3_outputs\Health-ClosedPRs0004\CTAEA.csv
NSGA2,Health-ClosedPRs0006.csv,1,16,16,254,0.13100000000000014,0.21650635094610965,0.003415038335243474,1.0258883476483185,pass_3_outputs\Health-ClosedPRs0006\NSGA2.csv
MOEAD,Health-ClosedPRs0006.csv,1,19,19,254,0.12100000000000014,0.0,0.01837829906081121,1.0,pass_3_outputs\Health-ClosedPRs0006\MOEAD.csv
NSGA3,Health-ClosedPRs0006.csv,1,2,2,254,0.13100000000000014,1.7320508075688772,0.003415038335243474,1.2071067811865475,pass_3_outputs\Health-ClosedPRs0006\NSGA3.csv
UNSGA3,Health-ClosedPRs0006.csv,1,2,2,254,0.13100000000000014,1.7320508075688772,0.003415038335243474,1.2071067811865475,pass_3_outputs\Health-ClosedPRs0006\UNSGA3.csv
RNSGA3,Health-ClosedPRs0006.csv,1,1,1,254,0.12100000000000014,,0.01837829906081121,1.0,pass_3_outputs\Health-ClosedPRs0006\RNSGA3.csv
RVEA,Health-ClosedPRs0006.csv,1,6,6,254,1.0730850074011415,0.783185911347151,0.003221840398214463,1.1074581349872528,pass_3_outputs\Health-ClosedPRs0006\RVEA.csv
AGEMOEA,Health-ClosedPRs0006.csv,1,6,6,254,0.13100000000000014,0.5773502691896257,0.003415038335243474,1.0690355937288492,pass_3_outputs\Health-ClosedPRs0006\AGEMOEA.csv
AGEMOEA2,Health-ClosedPRs0006.csv,1,6,6,254,0.13100000000000014,0.5773502691896257,0.003415038335243474,1.0690355937288492,pass_3_outputs\Health-ClosedPRs0006\AGEMOEA2.csv
CTAEA,Health-ClosedPRs0006.csv,1,21,21,254,0.13100000000000014,0.16495721976846447,0.003415038335243474,1.0197244553510998,pass_3_outputs\Health-ClosedPRs0006\CTAEA.csv
NSGA2,Health-ClosedPRs0008.csv,1,25,25,904,0.35783891853631283,0.5738418316740836,0.0007487135336773373,1.3843325806465558,pass_3_outputs\Health-ClosedPRs0008\NSGA2.csv
MOEAD,Health-ClosedPRs0008.csv,1,10,10,904,0.2799764128905376,0.8499672696343525,0.005984652852498607,1.2753698545308376,pass_3_outputs\Health-ClosedPRs0008\MOEAD.csv
NSGA3,Health-ClosedPRs0008.csv,1,8,8,904,0.34622729701392946,0.8306886974568586,0.004590068955327774,1.1719399357614364,pass_3_outputs\Health-ClosedPRs0008\NSGA3.csv
UNSGA3,Health-ClosedPRs0008.csv,1,6,6,904,0.3494588683249754,0.9318749907109009,0.004853422282475263,1.1715254216832232,pass_3_outputs\Health-ClosedPRs0008\UNSGA3.csv
RNSGA3,Health-ClosedPRs0008.csv,1,3,3,904,0.1948860516217487,1.2276235708194887,0.008097878323709203,1.1993418634959123,pass_3_outputs\Health-ClosedPRs0008\RNSGA3.csv
RVEA,Health-ClosedPRs0008.csv,1,11,11,904,0.34970734719867375,0.7370152776703203,0.004610945950965763,1.1974236378328997,pass_3_outputs\Health-ClosedPRs0008\RVEA.csv
AGEMOEA,Health-ClosedPRs0008.csv,1,24,24,904,0.3523587510160383,0.46829445452112173,0.0008261199438949839,1.4242176013599235,pass_3_outputs\Health-ClosedPRs0008\AGEMOEA.csv
AGEMOEA2,Health-ClosedPRs0008.csv,1,26,26,904,0.35236024108634106,0.4430484484927665,0.0007803629718514498,1.431839786795541,pass_3_outputs\Health-ClosedPRs0008\AGEMOEA2.csv
CTAEA,Health-ClosedPRs0008.csv,1,20,20,904,0.3578390883888862,0.7359180283334013,0.0008471123371582418,1.3082406950643495,pass_3_outputs\Health-ClosedPRs0008\CTAEA.csv
NSGA2,Health-ClosedPRs0009.csv,1,3,3,1,0.13245573611447992,0.9317418901370086,1.0336647844149753,1.2105905213799415,pass_3_outputs\Health-ClosedPRs0009\NSGA2.csv
MOEAD,Health-ClosedPRs0009.csv,1,3,3,1,0.13245573611447992,0.9317418901370086,1.0336647844149753,1.2105905213799415,pass_3_outputs\Health-ClosedPRs0009\MOEAD.csv
NSGA3,Health-ClosedPRs0009.csv,1,3,3,1,0.13245573611447992,0.9317418901370086,1.0336647844149753,1.2105905213799415,pass_3_outputs\Health-ClosedPRs0009\NSGA3.csv
UNSGA3,Health-ClosedPRs0009.csv,1,3,3,1,0.13245573611447992,0.9317418901370086,1.0336647844149753,1.2105905213799415,pass_3_outputs\Health-ClosedPRs0009\UNSGA3.csv
RNSGA3,Health-ClosedPRs0009.csv,1,1,1,1,0.01100000000000002,,1.4142135623730951,1.4142135623730951,pass_3_outputs\Health-ClosedPRs0009\RNSGA3.csv
RVEA,Health-ClosedPRs0009.csv,1,14,14,1,0.9986806712033998,0.6387061795584854,0.3164016872949285,1.0177077709809554,pass_3_outputs\Health-ClosedPRs0009\RVEA.csv
AGEMOEA,Health-ClosedPRs0009.csv,1,3,3,1,0.13245573611447992,0.9317418901370086,1.0336647844149753,1.2105905213799415,pass_3_outputs\Health-ClosedPRs0009\AGEMOEA.csv
AGEMOEA2,Health-ClosedPRs0009.csv,1,3,3,1,0.13245573611447992,0.9317418901370086,1.0336647844149753,1.2105905213799415,pass_3_outputs\Health-ClosedPRs0009\AGEMOEA2.csv
CTAEA,Health-ClosedPRs0009.csv,1,3,3,1,0.13245573611447992,0.9317418901370086,1.0336647844149753,1.2105905213799415,pass_3_outputs\Health-ClosedPRs0009\CTAEA.csv
NSGA2,Health-ClosedPRs0010.csv,1,8,8,8,0.40815927473998537,0.7721257714987538,0.03384253456277721,1.127955214033607,pass_3_outputs\Health-ClosedPRs0010\NSGA2.csv
MOEAD,Health-ClosedPRs0010.csv,1,4,4,8,0.29595135478345763,0.9464860519391238,0.19417522120775085,1.105108383826321,pass_3_outputs\Health-ClosedPRs0010\MOEAD.csv
NSGA3,Health-ClosedPRs0010.csv,1,8,8,8,0.4129056940510803,0.7631719124676078,0.0,1.1049467615129882,pass_3_outputs\Health-ClosedPRs0010\NSGA3.csv
UNSGA3,Health-ClosedPRs0010.csv,1,8,8,8,0.4129056940510803,0.763171912467608,0.0,1.1049467615129882,pass_3_outputs\Health-ClosedPRs0010\UNSGA3.csv
RNSGA3,Health-ClosedPRs0010.csv,1,3,3,8,0.2918404957530042,0.8970504469439916,0.3097623925624696,1.0658994676956492,pass_3_outputs\Health-ClosedPRs0010\RNSGA3.csv
RVEA,Health-ClosedPRs0010.csv,1,18,18,8,1.122378637353452,0.5972818702921704,0.0,0.7643865675050256,pass_3_outputs\Health-ClosedPRs0010\RVEA.csv
AGEMOEA,Health-ClosedPRs0010.csv,1,7,7,8,0.40245446272810637,0.7960467549081253,0.10347559017184253,1.1231732874434506,pass_3_outputs\Health-ClosedPRs0010\AGEMOEA.csv
AGEMOEA2,Health-ClosedPRs0010.csv,1,6,6,8,0.37990095165037446,0.75214009356595,0.15091501320895984,1.12402983722571,pass_3_outputs\Health-ClosedPRs0010\AGEMOEA2.csv
CTAEA,Health-ClosedPRs0010.csv,1,8,8,8,0.4129056940510803,0.763171912467608,0.0,1.104946761512988,pass_3_outputs\Health-ClosedPRs0010\CTAEA.csv
NSGA2,Health-Commits0000.csv,1,2,2,2,0.23100000000000023,1.4142135623730951,0.0,1.0,pass_3_outputs\Health-Commits0000\NSGA2.csv
MOEAD,Health-Commits0000.csv,1,1,1,2,0.12100000000000014,,0.7071067811865476,1.0,pass_3_outputs\Health-Commits0000\MOEAD.csv
NSGA3,Health-Commits0000.csv,1,2,2,2,0.23100000000000023,1.4142135623730951,0.0,1.0,pass_3_outputs\Health-Commits0000\NSGA3.csv
UNSGA3,Health-Commits0000.csv,1,2,2,2,0.23100000000000023,1.4142135623730951,0.0,1.0,pass_3_outputs\Health-Commits0000\UNSGA3.csv
RNSGA3,Health-Commits0000.csv,1,1,1,2,0.12100000000000014,,0.7071067811865476,1.0,pass_3_outputs\Health-Commits0000\RNSGA3.csv
RVEA,Health-Commits0000.csv,1,14,14,2,1.3269160821439656,0.45904864077253993,0.0,0.43124695909033317,pass_3_outputs\Health-Commits0000\RVEA.csv
AGEMOEA,Health-Commits0000.csv,1,2,2,2,0.23100000000000023,1.4142135623730951,0.0,1.0,pass_3_outputs\Health-Commits0000\AGEMOEA.csv
AGEMOEA2,Health-Commits0000.csv,1,2,2,2,0.23100000000000023,1.4142135623730951,0.0,1.0,pass_3_outputs\Health-Commits0000\AGEMOEA2.csv
CTAEA,Health-Commits0000.csv,1,2,2,2,0.23100000000000023,1.4142135623730951,0.0,1.0,pass_3_outputs\Health-Commits0000\CTAEA.csv
NSGA2,Health-Commits0001.csv,1,2,2,3,0.12271428571428585,1.4245658128363325,0.47988320127697487,1.3195319719579124,pass_3_outputs\Health-Commits0001\NSGA2.csv
MOEAD,Health-Commits0001.csv,1,1,1,3,0.12100000000000014,,0.794259589065272,1.0,pass_3_outputs\Health-Commits0001\MOEAD.csv
NSGA3,Health-Commits0001.csv,1,3,3,3,0.17929578180870878,0.9536584793853109,0.29166923806751827,1.2277379513689086,pass_3_outputs\Health-Commits0001\NSGA3.csv
UNSGA3,Health-Commits0001.csv,1,3,3,3,0.17929578180870878,0.9536584793853109,0.29166923806751827,1.2277379513689086,pass_3_outputs\Health-Commits0001\UNSGA3.csv
RNSGA3,Health-Commits0001.csv,1,2,2,3,0.1719903774981496,0.6221565310555108,0.40858754127843316,1.038169889663942,pass_3_outputs\Health-Commits0001\RNSGA3.csv
RVEA,Health-Commits0001.csv,1,5,5,3,0.8735968170751169,0.9190978200441243,0.12777991811196768,1.16262360609919,pass_3_outputs\Health-Commits0001\RVEA.csv
AGEMOEA,Health-Commits0001.csv,1,3,3,3,0.17929578180870878,0.9536584793853109,0.29166923806751827,1.2277379513689086,pass_3_outputs\Health-Commits0001\AGEMOEA.csv
AGEMOEA2,Health-Commits0001.csv,1,3,3,3,0.17929578180870878,0.9536584793853109,0.29166923806751827,1.2277379513689086,pass_3_outputs\Health-Commits0001\AGEMOEA2.csv
CTAEA,Health-Commits0001.csv,1,3,3,3,0.17929578180870878,0.9536584793853109,0.29166923806751827,1.2277379513689086,pass_3_outputs\Health-Commits0001\CTAEA.csv
NSGA2,Health-Commits0003.csv,1,8,8,8,0.681668313193563,0.8672113305726408,0.0,0.9410221594215494,pass_3_outputs\Health-Commits0003\NSGA2.csv
MOEAD,Health-Commits0003.csv,1,5,5,8,0.6163982617855287,0.7452475104545855,0.2540434725754237,0.8407037102222154,pass_3_outputs\Health-Commits0003\MOEAD.csv
NSGA3,Health-Commits0003.csv,1,7,7,8,0.6790804138539235,0.8741913997835618,0.010978787387985732,0.9357235333810062,pass_3_outputs\Health-Commits0003\NSGA3.csv
UNSGA3,Health-Commits0003.csv,1,7,7,8,0.6790804138539235,0.8741913997835615,0.010978787387985732,0.9357235333810062,pass_3_outputs\Health-Commits0003\UNSGA3.csv
RNSGA3,Health-Commits0003.csv,1,4,4,8,0.5897781055666966,1.032143829404762,0.2217292391327078,0.9097433416799908,pass_3_outputs\Health-Commits0003\RNSGA3.csv
RVEA,Health-Commits0003.csv,1,18,18,8,1.1327313369369074,0.5633164338033338,0.005330941789829328,0.6568268199505597,pass_3_outputs\Health-Commits0003\RVEA.csv
AGEMOEA,Health-Commits0003.csv,1,8,8,8,0.6816683131935629,0.8672113305726409,0.0,0.9410221594215494,pass_3_outputs\Health-Commits0003\AGEMOEA.csv
AGEMOEA2,Health-Commits0003.csv,1,8,8,8,0.6816683131935629,0.8672113305726409,0.0,0.9410221594215494,pass_3_outputs\Health-Commits0003\AGEMOEA2.csv
CTAEA,Health-Commits0003.csv,1,8,8,8,0.681668313193563,0.8672113305726409,0.0,0.9410221594215495,pass_3_outputs\Health-Commits0003\CTAEA.csv
NSGA2,Health-Commits0005.csv,1,3,3,6,0.15604080419548005,1.2860538902370016,0.5794859979875225,1.2027620144200255,pass_3_outputs\Health-Commits0005\NSGA2.csv
MOEAD,Health-Commits0005.csv,1,2,2,6,0.1245891452350256,0.881474074340674,0.8827425743844467,1.1552039402039513,pass_3_outputs\Health-Commits0005\MOEAD.csv
NSGA3,Health-Commits0005.csv,1,3,3,6,0.15604080419548005,1.2860538902370016,0.5794859979875225,1.2027620144200255,pass_3_outputs\Health-Commits0005\NSGA3.csv
UNSGA3,Health-Commits0005.csv,1,3,3,6,0.6694051136758998,1.2160041125295142,0.37879018343998355,0.9501807240036578,pass_3_outputs\Health-Commits0005\UNSGA3.csv
RNSGA3,Health-Commits0005.csv,1,2,2,6,0.7093518362798635,1.0396355377409665,0.6980820667425839,0.7653554350881977,pass_3_outputs\Health-Commits0005\RNSGA3.csv
RVEA,Health-Commits0005.csv,1,17,17,6,1.2539658583640925,0.7439179804867017,0.03709944439730798,0.6762116275946303,pass_3_outputs\Health-Commits0005\RVEA.csv
AGEMOEA,Health-Commits0005.csv,1,3,3,6,0.7053070640187351,0.8434550161292332,0.7075535881051221,0.8465512850172606,pass_3_outputs\Health-Commits0005\AGEMOEA.csv
AGEMOEA2,Health-Commits0005.csv,1,3,3,6,0.7053070640187351,0.8434550161292332,0.7075535881051221,0.8465512850172606,pass_3_outputs\Health-Commits0005\AGEMOEA2.csv
CTAEA,Health-Commits0005.csv,1,3,3,6,0.6694051136758998,1.2160041125295142,0.37879018343998355,0.9501807240036578,pass_3_outputs\Health-Commits0005\CTAEA.csv
NSGA2,Health-Commits0006.csv,1,9,9,11,0.6402990130987178,0.49882970506470287,0.13405471382906867,0.7901555900649488,pass_3_outputs\Health-Commits0006\NSGA2.csv
MOEAD,Health-Commits0006.csv,1,7,7,11,0.49114518669962737,0.312000552953905,0.3917618189333316,0.8022122435680213,pass_3_outputs\Health-Commits0006\MOEAD.csv
NSGA3,Health-Commits0006.csv,1,6,6,11,0.6260935124922297,0.6134004260296346,0.13405471382906867,0.799302201498883,pass_3_outputs\Health-Commits0006\NSGA3.csv
UNSGA3,Health-Commits0006.csv,1,6,6,11,0.6383720018470727,0.6448378683331176,0.1368053361715048,0.8321485364728192,pass_3_outputs\Health-Commits0006\UNSGA3.csv
RNSGA3,Health-Commits0006.csv,1,2,2,11,0.22282276498898362,1.3575717035900454,0.35172205666999684,1.0302279196143003,pass_3_outputs\Health-Commits0006\RNSGA3.csv
RVEA,Health-Commits0006.csv,1,17,17,11,1.1331853908674807,0.48718526389815436,0.12145935355247278,0.6436106275097737,pass_3_outputs\Health-Commits0006\RVEA.csv
AGEMOEA,Health-Commits0006.csv,1,8,8,11,0.6391172430084662,0.5290594843638587,0.1368053361715048,0.8088066555807336,pass_3_outputs\Health-Commits0006\AGEMOEA.csv
AGEMOEA2,Health-Commits0006.csv,1,9,9,11,0.6402990130987178,0.49882970506470287,0.13405471382906867,0.790155590064949,pass_3_outputs\Health-Commits0006\AGEMOEA2.csv
CTAEA,Health-Commits0006.csv,1,10,10,11,0.6404029688081665,0.4634933949988731,0.13405471382906867,0.7847821694094428,pass_3_outputs\Health-Commits0006\CTAEA.csv
NSGA2,Health-Commits0007.csv,1,12,12,16,0.9104992773787509,0.7522773513351021,0.04456865079163732,0.873361713317207,pass_3_outputs\Health-Commits0007\NSGA2.csv
