algorithm,dataset,input_files,merged_rows,pareto_rows,reference_rows,hv,spread,igd,mdh,output_file
RNSGA3,Data_COVID19_Indonesia.csv,1,3,3,35,0.19109129240769862,0.9566397379499528,0.17141603768368732,1.1642264299687544,pass_3_outputs\Data_COVID19_Indonesia\RNSGA3.csv
RVEA,Data_COVID19_Indonesia.csv,1,23,23,35,0.6853265625247646,0.5609455823983763,0.02942722410005878,0.9061299670760666,pass_3_outputs\Data_COVID19_Indonesia\RVEA.csv
AGEMOEA,Data_COVID19_Indonesia.csv,1,25,25,35,0.38054451424054614,0.6578748653283153,0.01765976485844226,1.0564332828763674,pass_3_outputs\Data_COVID19_Indonesia\AGEMOEA.csv
AGEMOEA2,Data_COVID19_Indonesia.csv,1,25,25,35,0.4002285051137243,0.6388525330513666,0.0055686376941944185,1.0398349722630242,pass_3_outputs\Data_COVID19_Indonesia\AGEMOEA2.csv
CTAEA,Data_COVID19_Indonesia.csv,1,22,22,35,0.3999816729512996,0.6596047681300181,0.007358614820543132,1.0465340676230186,pass_3_outputs\Data_COVID19_Indonesia\CTAEA.csv
NSGA2,FFM-1000-200-0.50-SAT-1.csv,1,22,22,53,0.6424842767295599,0.5265183431775631,0.045697428686862336,0.87672894253736,pass_3_outputs\FFM-1000-200-0.50-SAT-1\NSGA2.csv
MOEAD,FFM-1000-200-0.50-SAT-1.csv,1,11,11,53,0.5703333333333337,0.4398792449550072,0.17571068696128284,0.8685888009907675,pass_3_outputs\FFM-1000-200-0.50-SAT-1\MOEAD.csv
NSGA3,FFM-1000-200-0.50-SAT-1.csv,1,22,22,53,0.6887106918238998,0.5310284286643928,0.019215130324532453,0.86323917666173,pass_3_outputs\FFM-1000-200-0.50-SAT-1\NSGA3.csv
UNSGA3,FFM-1000-200-0.50-SAT-1.csv,1,22,22,53,0.6887106918238998,0.5310284286643928,0.019215130324532453,0.8632391766617302,pass_3_outputs\FFM-1000-200-0.50-SAT-1\UNSGA3.csv
RNSGA3,FFM-1000-200-0.50-SAT-1.csv,1,2,2,53,0.3740628930817612,0.506064249364437,0.4838108219762864,0.8694529155548382,pass_3_outputs\FFM-1000-200-0.50-SAT-1\RNSGA3.csv
RVEA,FFM-1000-200-0.50-SAT-1.csv,1,29,29,53,0.6581446540880507,0.529180779591253,0.07584006316819218,0.8991825394524887,pass_3_outputs\FFM-1000-200-0.50-SAT-1\RVEA.csv
AGEMOEA,FFM-1000-200-0.50-SAT-1.csv,1,27,27,53,0.6936163522012583,0.545560844765229,0.009739480267265446,0.8749580875498147,pass_3_outputs\FFM-1000-200-0.50-SAT-1\AGEMOEA.csv
AGEMOEA2,FFM-1000-200-0.50-SAT-1.csv,1,29,29,53,0.6936163522012583,0.5248808219361394,0.009739480267265446,0.8652883251097686,pass_3_outputs\FFM-1000-200-0.50-SAT-1\AGEMOEA2.csv
CTAEA,FFM-1000-200-0.50-SAT-1.csv,1,30,30,53,0.6936163522012583,0.534378357326845,0.009739480267265446,0.8727365385702809,pass_3_outputs\FFM-1000-200-0.50-SAT-1\CTAEA.csv
NSGA2,FFM-125-25-0.50-SAT-1.csv,1,12,12,24,0.7658275862068968,0.8058574196629348,0.02011494252873564,0.9459388287250508,pass_3_outputs\FFM-125-25-0.50-SAT-1\NSGA2.csv
MOEAD,FFM-125-25-0.50-SAT-1.csv,1,5,5,24,0.5521851851851854,0.6117083624587557,0.22909839955180342,0.8870173963707568,pass_3_outputs\FFM-125-25-0.50-SAT-1\MOEAD.csv
NSGA3,FFM-125-25-0.50-SAT-1.csv,1,11,11,24,0.7244482758620693,0.7869398375654326,0.05394008958520038,0.9591384660600866,pass_3_outputs\FFM-125-25-0.50-SAT-1\NSGA3.csv
UNSGA3,FFM-125-25-0.50-SAT-1.csv,1,11,11,24,0.7244482758620693,0.7869398375654326,0.05394008958520038,0.9591384660600862,pass_3_outputs\FFM-125-25-0.50-SAT-1\UNSGA3.csv
RNSGA3,FFM-125-25-0.50-SAT-1.csv,1,2,2,24,0.4901111111111114,1.0419460530677342,0.5268956671750457,0.8559839955147082,pass_3_outputs\FFM-125-25-0.50-SAT-1\RNSGA3.csv
RVEA,FFM-125-25-0.50-SAT-1.csv,1,30,30,24,0.8573513513513517,0.648603113151406,0.06306306306306307,0.8791748059239527,pass_3_outputs\FFM-125-25-0.50-SAT-1\RVEA.csv
AGEMOEA,FFM-125-25-0.50-SAT-1.csv,1,14,14,24,0.7658275862068968,0.8062386462996355,0.02011494252873564,0.9949793331949495,pass_3_outputs\FFM-125-25-0.50-SAT-1\AGEMOEA.csv
AGEMOEA2,FFM-125-25-0.50-SAT-1.csv,1,15,15,24,0.7658275862068967,0.8073011138893793,0.02011494252873564,0.9443252119796133,pass_3_outputs\FFM-125-25-0.50-SAT-1\AGEMOEA2.csv
CTAEA,FFM-125-25-0.50-SAT-1.csv,1,15,15,24,0.7623793103448279,0.7873015114980803,0.03260074258048858,0.9201376068922643,pass_3_outputs\FFM-125-25-0.50-SAT-1\CTAEA.csv
NSGA2,FFM-250-50-0.50-SAT-1.csv,1,17,17,35,0.6118866995073895,0.6222129966772689,0.007293519954974689,0.9422217665074617,pass_3_outputs\FFM-250-50-0.50-SAT-1\NSGA2.csv
MOEAD,FFM-250-50-0.50-SAT-1.csv,1,11,11,35,0.5836108374384239,0.5011915962204515,0.09977347361648253,0.8672458448465625,pass_3_outputs\FFM-250-50-0.50-SAT-1\MOEAD.csv
NSGA3,FFM-250-50-0.50-SAT-1.csv,1,16,16,35,0.6314926108374387,0.6550149853774058,0.0,0.941029932861277,pass_3_outputs\FFM-250-50-0.50-SAT-1\NSGA3.csv
UNSGA3,FFM-250-50-0.50-SAT-1.csv,1,16,16,35,0.6314926108374387,0.6550149853774057,0.0,0.9410299328612771,pass_3_outputs\FFM-250-50-0.50-SAT-1\UNSGA3.csv
RNSGA3,FFM-250-50-0.50-SAT-1.csv,1,3,3,35,0.19400492610837455,1.06708550803736,0.42319234538558714,1.1425391355303804,pass_3_outputs\FFM-250-50-0.50-SAT-1\RNSGA3.csv
RVEA,FFM-250-50-0.50-SAT-1.csv,1,29,29,35,0.6134242424242428,0.5985397416815019,0.07322304270646803,0.9533590728380721,pass_3_outputs\FFM-250-50-0.50-SAT-1\RVEA.csv
AGEMOEA,FFM-250-50-0.50-SAT-1.csv,1,23,23,35,0.6314926108374387,0.6151576182071488,0.0,0.9398329062125143,pass_3_outputs\FFM-250-50-0.50-SAT-1\AGEMOEA.csv
AGEMOEA2,FFM-250-50-0.50-SAT-1.csv,1,21,21,35,0.6314926108374387,0.6142410062634684,0.0,0.9374386431224602,pass_3_outputs\FFM-250-50-0.50-SAT-1\AGEMOEA2.csv
CTAEA,FFM-250-50-0.50-SAT-1.csv,1,26,26,35,0.6314926108374387,0.5548771576146208,0.0,0.903123215089849,pass_3_outputs\FFM-250-50-0.50-SAT-1\CTAEA.csv
NSGA2,FFM-500-100-0.50-SAT-1.csv,1,11,11,14,0.6593870967741937,0.7062205393533841,0.015010596751062052,0.9271862075150861,pass_3_outputs\FFM-500-100-0.50-SAT-1\NSGA2.csv
MOEAD,FFM-500-100-0.50-SAT-1.csv,1,7,7,14,0.6059677419354841,0.430374781491054,0.2974202368893856,0.7992648745893532,pass_3_outputs\FFM-500-100-0.50-SAT-1\MOEAD.csv
NSGA3,FFM-500-100-0.50-SAT-1.csv,1,11,11,14,0.6593870967741937,0.7062205393533842,0.015010596751062052,0.9271862075150863,pass_3_outputs\FFM-500-100-0.50-SAT-1\NSGA3.csv
UNSGA3,FFM-500-100-0.50-SAT-1.csv,1,11,11,14,0.6593870967741937,0.7062205393533845,0.015010596751062052,0.9271862075150863,pass_3_outputs\FFM-500-100-0.50-SAT-1\UNSGA3.csv
RNSGA3,FFM-500-100-0.50-SAT-1.csv,1,2,2,14,0.22364516129032272,0.6458705778481203,0.7083463323843874,1.0041561378184993,pass_3_outputs\FFM-500-100-0.50-SAT-1\RNSGA3.csv
RVEA,FFM-500-100-0.50-SAT-1.csv,1,30,30,14,0.8619178743961357,0.5697587441198617,0.04399585921325051,0.8097143880916727,pass_3_outputs\FFM-500-100-0.50-SAT-1\RVEA.csv
AGEMOEA,FFM-500-100-0.50-SAT-1.csv,1,10,10,14,0.652935483870968,0.7399016921041142,0.030021193502124104,0.939536270367032,pass_3_outputs\FFM-500-100-0.50-SAT-1\AGEMOEA.csv
AGEMOEA2,FFM-500-100-0.50-SAT-1.csv,1,11,11,14,0.6593870967741938,0.7062205393533842,0.015010596751062052,0.9271862075150861,pass_3_outputs\FFM-500-100-0.50-SAT-1\AGEMOEA2.csv
CTAEA,FFM-500-100-0.50-SAT-1.csv,1,11,11,14,0.6593870967741937,0.7062205393533845,0.015010596751062052,0.9271862075150861,pass_3_outputs\FFM-500-100-0.50-SAT-1\CTAEA.csv
NSGA2,FM-500-100-0.25-SAT-1.csv,1,19,19,22,0.7523203463203466,0.6408222733621476,0.021134310825296,0.8685672996499921,pass_3_outputs\FM-500-100-0.25-SAT-1\NSGA2.csv
MOEAD,FM-500-100-0.25-SAT-1.csv,1,13,13,22,0.716865800865801,0.429773481827619,0.09901294215084568,0.7766993951516667,pass_3_outputs\FM-500-100-0.25-SAT-1\MOEAD.csv
NSGA3,FM-500-100-0.25-SAT-1.csv,1,18,18,22,0.7701774891774894,0.6400716795470278,0.007691846012703941,0.8614232349154667,pass_3_outputs\FM-500-100-0.25-SAT-1\NSGA3.csv
UNSGA3,FM-500-100-0.25-SAT-1.csv,1,18,18,22,0.7701774891774894,0.6400716795470277,0.007691846012703941,0.8614232349154668,pass_3_outputs\FM-500-100-0.25-SAT-1\UNSGA3.csv
RNSGA3,FM-500-100-0.25-SAT-1.csv,1,3,3,22,0.26876515151515173,0.9783032785291498,0.35658305334082996,1.0352897118847972,pass_3_outputs\FM-500-100-0.25-SAT-1\RNSGA3.csv
RVEA,FM-500-100-0.25-SAT-1.csv,1,31,31,22,0.7795544217687077,0.5573403815221838,0.02901681447002056,0.8238874523084897,pass_3_outputs\FM-500-100-0.25-SAT-1\RVEA.csv
AGEMOEA,FM-500-100-0.25-SAT-1.csv,1,20,20,22,0.7734242424242427,0.6333700731062551,0.001377410468319558,0.8592932626734315,pass_3_outputs\FM-500-100-0.25-SAT-1\AGEMOEA.csv
AGEMOEA2,FM-500-100-0.25-SAT-1.csv,1,20,20,22,0.7680129870129874,0.6433469197514153,0.01011502707873953,0.8662515862890358,pass_3_outputs\FM-500-100-0.25-SAT-1\AGEMOEA2.csv
CTAEA,FM-500-100-0.25-SAT-1.csv,1,20,20,22,0.7734242424242427,0.6333700731062551,0.001377410468319558,0.8592932626734315,pass_3_outputs\FM-500-100-0.25-SAT-1\CTAEA.csv
NSGA2,FM-500-100-0.50-SAT-1.csv,1,9,9,8,0.5721764705882355,0.7506338865898908,0.13913138097542171,0.9792586596507176,pass_3_outputs\FM-500-100-0.50-SAT-1\NSGA2.csv
MOEAD,FM-500-100-0.50-SAT-1.csv,1,6,6,8,0.5054117647058826,0.7833781454952494,0.13913138097542171,0.9611686144936008,pass_3_outputs\FM-500-100-0.50-SAT-1\MOEAD.csv
NSGA3,FM-500-100-0.50-SAT-1.csv,1,10,10,8,0.5645294117647062,0.7612278693223098,0.1501969246864626,1.0149684147416573,pass_3_outputs\FM-500-100-0.50-SAT-1\NSGA3.csv
UNSGA3,FM-500-100-0.50-SAT-1.csv,1,10,10,8,0.5804117647058826,0.7543034054975649,0.13913138097542171,0.9961527777868492,pass_3_outputs\FM-500-100-0.50-SAT-1\UNSGA3.csv
RNSGA3,FM-500-100-0.50-SAT-1.csv,1,2,2,8,0.13100000000000014,1.7320508075688772,0.4052858405751864,1.2071067811865475,pass_3_outputs\FM-500-100-0.50-SAT-1\RNSGA3.csv
RVEA,FM-500-100-0.50-SAT-1.csv,1,37,37,8,0.8617017543859651,0.5939336220613274,0.17817371425569253,0.8450467649039899,pass_3_outputs\FM-500-100-0.50-SAT-1\RVEA.csv
AGEMOEA,FM-500-100-0.50-SAT-1.csv,1,10,10,8,0.5645294117647062,0.7612278693223096,0.1501969246864626,1.0149684147416573,pass_3_outputs\FM-500-100-0.50-SAT-1\AGEMOEA.csv
AGEMOEA2,FM-500-100-0.50-SAT-1.csv,1,12,12,8,0.6579607843137258,0.6997326102290126,0.1682564609726443,0.9705544873016375,pass_3_outputs\FM-500-100-0.50-SAT-1\AGEMOEA2.csv
CTAEA,FM-500-100-0.50-SAT-1.csv,1,10,10,8,0.5645294117647062,0.7612278693223096,0.1501969246864626,1.0149684147416573,pass_3_outputs\FM-500-100-0.50-SAT-1\CTAEA.csv
NSGA2,FM-500-100-0.75-SAT-1.csv,1,8,8,9,0.8090701754385967,0.7071474855344896,0.0,0.807411630932507,pass_3_outputs\FM-500-100-0.75-SAT-1\NSGA2.csv
MOEAD,FM-500-100-0.75-SAT-1.csv,1,3,3,9,0.4760877192982458,0.25413037364929153,0.37103729920683437,0.84290443992972,pass_3_outputs\FM-500-100-0.75-SAT-1\MOEAD.csv
NSGA3,FM-500-100-0.75-SAT-1.csv,1,8,8,9,0.8090701754385967,0.7071474855344897,0.0,0.8074116309325071,pass_3_outputs\FM-500-100-0.75-SAT-1\NSGA3.csv
UNSGA3,FM-500-100-0.75-SAT-1.csv,1,8,8,9,0.8090701754385968,0.7071474855344894,0.0,0.8074116309325071,pass_3_outputs\FM-500-100-0.75-SAT-1\UNSGA3.csv
RNSGA3,FM-500-100-0.75-SAT-1.csv,1,2,2,9,0.5417017543859652,0.8493837499586109,0.33229119229643383,0.8114961562204334,pass_3_outputs\FM-500-100-0.75-SAT-1\RNSGA3.csv
RVEA,FM-500-100-0.75-SAT-1.csv,1,26,26,9,0.7886754385964914,0.5234700695301431,0.026315789473684216,0.8159107382674458,pass_3_outputs\FM-500-100-0.75-SAT-1\RVEA.csv
AGEMOEA,FM-500-100-0.75-SAT-1.csv,1,8,8,9,0.8090701754385968,0.7071474855344897,0.0,0.8074116309325071,pass_3_outputs\FM-500-100-0.75-SAT-1\AGEMOEA.csv
AGEMOEA2,FM-500-100-0.75-SAT-1.csv,1,8,8,9,0.8090701754385968,0.7071474855344897,0.0,0.8074116309325071,pass_3_outputs\FM-500-100-0.75-SAT-1\AGEMOEA2.csv
CTAEA,FM-500-100-0.75-SAT-1.csv,1,9,9,9,0.8090701754385967,0.6588176984792233,0.0,0.7945490861225462,pass_3_outputs\FM-500-100-0.75-SAT-1\CTAEA.csv
NSGA2,FM-500-100-1.00-SAT-1.csv,1,9,9,10,0.7714166666666669,0.8778478224806403,0.0,0.9288095637408337,pass_3_outputs\FM-500-100-1.00-SAT-1\NSGA2.csv
MOEAD,FM-500-100-1.00-SAT-1.csv,1,5,5,10,0.48475000000000024,0.7799050999139537,0.30215932028875897,1.0707388269248377,pass_3_outputs\FM-500-100-1.00-SAT-1\MOEAD.csv
NSGA3,FM-500-100-1.00-SAT-1.csv,1,8,8,10,0.7714166666666669,0.9453866724238609,0.0,0.9667857592084379,pass_3_outputs\FM-500-100-1.00-SAT-1\NSGA3.csv
UNSGA3,FM-500-100-1.00-SAT-1.csv,1,8,8,10,0.7714166666666669,0.9453866724238608,0.0,0.9667857592084378,pass_3_outputs\FM-500-100-1.00-SAT-1\UNSGA3.csv
RNSGA3,FM-500-100-1.00-SAT-1.csv,1,2,2,10,0.3160000000000001,1.5278888848487788,0.520839525898278,1.1156951369242565,pass_3_outputs\FM-500-100-1.00-SAT-1\RNSGA3.csv
RVEA,FM-500-100-1.00-SAT-1.csv,1,40,40,10,0.8763231292517009,0.6567549365881695,0.0020408163265306116,0.8931391319736923,pass_3_outputs\FM-500-100-1.00-SAT-1\RVEA.csv
AGEMOEA,FM-500-100-1.00-SAT-1.csv,1,8,8,10,0.7714166666666669,0.9453866724238608,0.0,0.9667857592084379,pass_3_outputs\FM-500-100-1.00-SAT-1\AGEMOEA.csv
AGEMOEA2,FM-500-100-1.00-SAT-1.csv,1,8,8,10,0.7714166666666669,0.9453866724238608,0.0,0.9667857592084379,pass_3_outputs\FM-500-100-1.00-SAT-1\AGEMOEA2.csv
CTAEA,FM-500-100-1.00-SAT-1.csv,1,10,10,10,0.7714166666666669,0.9212460071309895,0.0,0.9773499636040597,pass_3_outputs\FM-500-100-1.00-SAT-1\CTAEA.csv
NSGA2,Health-ClosedIssues0000.csv,1,7,7,2,0.31920280450332933,0.8068883443956232,0.5968692013667629,1.1514665079163564,pass_3_outputs\Health-ClosedIssues0000\NSGA2.csv
MOEAD,Health-ClosedIssues0000.csv,1,7,7,2,0.28654729027031695,0.7741082833179772,0.5968692013667629,1.1360941374593383,pass_3_outputs\Health-ClosedIssues0000\MOEAD.csv
NSGA3,Health-ClosedIssues0000.csv,1,7,7,2,0.31920280450332933,0.8068883443956232,0.5968692013667629,1.1514665079163564,pass_3_outputs\Health-ClosedIssues0000\NSGA3.csv
UNSGA3,Health-ClosedIssues0000.csv,1,7,7,2,0.3192028045033294,0.8068883443956232,0.5968692013667629,1.1514665079163564,pass_3_outputs\Health-ClosedIssues0000\UNSGA3.csv
RNSGA3,Health-ClosedIssues0000.csv,1,3,3,2,0.15051548570126141,0.9991898735376624,0.6827791308688438,1.2267565728213052,pass_3_outputs\Health-ClosedIssues0000\RNSGA3.csv
RVEA,Health-ClosedIssues0000.csv,1,21,21,2,0.8629603322355857,0.6072059863733678,0.29570649785013037,0.8971780619721489,pass_3_outputs\Health-ClosedIssues0000\RVEA.csv
AGEMOEA,Health-ClosedIssues0000.csv,1,7,7,2,0.3192028045033294,0.806888344395623,0.5968692013667629,1.151466507916356,pass_3_outputs\Health-ClosedIssues0000\AGEMOEA.csv
AGEMOEA2,Health-ClosedIssues0000.csv,1,7,7,2,0.3192028045033294,0.8068883443956232,0.5968692013667629,1.151466507916356,pass_3_outputs\Health-ClosedIssues0000\AGEMOEA2.csv
CTAEA,Health-ClosedIssues0000.csv,1,7,7,2,0.3192028045033294,0.806888344395623,0.5968692013667629,1.1514665079163564,pass_3_outputs\Health-ClosedIssues0000\CTAEA.csv
NSGA2,Health-ClosedIssues0001.csv,1,3,3,4,0.3819266486038943,0.941649538791085,0.30490385939234604,0.9543920361082775,pass_3_outputs\Health-ClosedIssues0001\NSGA2.csv
MOEAD,Health-ClosedIssues0001.csv,1,4,4,4,0.4647191236185917,1.1171344960018355,0.0,0.9657940270812081,pass_3_outputs\Health-ClosedIssues0001\MOEAD.csv
NSGA3,Health-ClosedIssues0001.csv,1,4,4,4,0.4647191236185917,1.1171344960018355,0.0,0.9657940270812081,pass_3_outputs\Health-ClosedIssues0001\NSGA3.csv
UNSGA3,Health-ClosedIssues0001.csv,1,4,4,4,0.4647191236185917,1.1171344960018355,0.0,0.9657940270812082,pass_3_outputs\Health-ClosedIssues0001\UNSGA3.csv
RNSGA3,Health-ClosedIssues0001.csv,1,3,3,4,0.29734607056734563,1.3441452774442977,0.051329819434902384,1.013086149704054,pass_3_outputs\Health-ClosedIssues0001\RNSGA3.csv
RVEA,Health-ClosedIssues0001.csv,1,14,14,4,1.1664378048782822,0.6375411908655663,0.09990914127381205,0.7979773472725247,pass_3_outputs\Health-ClosedIssues0001\RVEA.csv
AGEMOEA,Health-ClosedIssues0001.csv,1,4,4,4,0.3262623205125102,0.9728333630953047,0.5149391777836047,1.2205639690081322,pass_3_outputs\Health-ClosedIssues0001\AGEMOEA.csv
AGEMOEA2,Health-ClosedIssues0001.csv,1,3,3,4,0.3819266486038943,0.941649538791085,0.30490385939234604,0.9543920361082776,pass_3_outputs\Health-ClosedIssues0001\AGEMOEA2.csv
CTAEA,Health-ClosedIssues0001.csv,1,4,4,4,0.4647191236185917,1.1171344960018355,0.0,0.9657940270812081,pass_3_outputs\Health-ClosedIssues0001\CTAEA.csv
NSGA2,Health-ClosedIssues0002.csv,1,13,13,3275,0.822587825449211,0.44454879994085117,3.842827030794707e-05,0.9310953799582702,pass_3_outputs\Health-ClosedIssues0002\NSGA2.csv
MOEAD,Health-ClosedIssues0002.csv,1,4,4,3275,0.8393923725705901,0.7191012539450687,0.00010325780400531526,0.7739931776359608,pass_3_outputs\Health-ClosedIssues0002\MOEAD.csv
NSGA3,Health-ClosedIssues0002.csv,1,4,4,3275,0.822587825449211,0.793384906148399,3.842827030794707e-05,0.7760599848643781,pass_3_outputs\Health-ClosedIssues0002\NSGA3.csv
UNSGA3,Health-ClosedIssues0002.csv,1,4,4,3275,0.822587825449211,0.793384906148399,3.842827030794707e-05,0.7760599848643781,pass_3_outputs\Health-ClosedIssues0002\UNSGA3.csv
RNSGA3,Health-ClosedIssues0002.csv,1,3,3,3275,0.5536989365603237,0.9575140900050124,0.0011505161919907504,0.8924549967651073,pass_3_outputs\Health-ClosedIssues0002\RNSGA3.csv
RVEA,Health-ClosedIssues0002.csv,1,8,8,3275,1.2298876665444323,0.911177275979867,0.0,0.7475999175231318,pass_3_outputs\Health-ClosedIssues0002\RVEA.csv
AGEMOEA,Health-ClosedIssues0002.csv,1,22,22,3275,0.12470957095709585,0.13291422595655594,0.0031531495624214615,1.02490014882454,pass_3_outputs\Health-ClosedIssues0002\AGEMOEA.csv
AGEMOEA2,Health-ClosedIssues0002.csv,1,22,22,3275,0.12470957095709585,0.13291422595655594,0.0031531495624214615,1.02490014882454,pass_3_outputs\Health-ClosedIssues0002\AGEMOEA2.csv
CTAEA,Health-ClosedIssues0002.csv,1,19,19,3275,0.8456607994132743,0.429668439293698,0.0,0.8920906636246434,pass_3_outputs\Health-ClosedIssues0002\CTAEA.csv
NSGA2,Health-ClosedIssues0003.csv,1,6,6,7,0.4455707297071839,0.890713799512827,0.07848801505567497,1.1264949826474366,pass_3_outputs\Health-ClosedIssues0003\NSGA2.csv
MOEAD,Health-ClosedIssues0003.csv,1,6,6,7,0.2509730005935409,0.9510951959400116,0.178410139196959,1.156888055279526,pass_3_outputs\Health-ClosedIssues0003\MOEAD.csv
NSGA3,Health-ClosedIssues0003.csv,1,6,6,7,0.4455707297071839,0.8907137995128269,0.07848801505567497,1.1264949826474366,pass_3_outputs\Health-ClosedIssues0003\NSGA3.csv
UNSGA3,Health-ClosedIssues0003.csv,1,6,6,7,0.4455707297071839,0.8907137995128269,0.07848801505567497,1.1264949826474366,pass_3_outputs\Health-ClosedIssues0003\UNSGA3.csv
RNSGA3,Health-ClosedIssues0003.csv,1,2,2,7,0.14848571266984328,1.5166812139842252,0.4469483167740603,1.2041410788316855,pass_3_outputs\Health-ClosedIssues0003\RNSGA3.csv
RVEA,Health-ClosedIssues0003.csv,1,19,19,7,1.2268907767292845,0.5305794057674796,0.01563399458819947,0.5618191245780741,pass_3_outputs\Health-ClosedIssues0003\RVEA.csv
AGEMOEA,Health-ClosedIssues0003.csv,1,6,6,7,0.4455707297071839,0.890713799512827,0.07848801505567497,1.1264949826474366,pass_3_outputs\Health-ClosedIssues0003\AGEMOEA.csv
AGEMOEA2,Health-ClosedIssues0003.csv,1,6,6,7,0.4455707297071839,0.890713799512827,0.07848801505567497,1.1264949826474366,pass_3_outputs\Health-ClosedIssues0003\AGEMOEA2.csv
CTAEA,Health-ClosedIssues0003.csv,1,6,6,7,0.4455707297071839,0.8907137995128269,0.07848801505567497,1.1264949826474366,pass_3_outputs\Health-ClosedIssues0003\CTAEA.csv
NSGA2,Health-ClosedIssues0004.csv,1,5,5,8,0.3402562662010267,0.87650479475259,0.19696445646005262,1.091560074819975,pass_3_outputs\Health-ClosedIssues0004\NSGA2.csv
MOEAD,Health-ClosedIssues0004.csv,1,6,6,8,0.5968705561282649,0.44191988418443545,0.4414574577248197,0.8122008514605673,pass_3_outputs\Health-ClosedIssues0004\MOEAD.csv
NSGA3,Health-ClosedIssues0004.csv,1,6,6,8,0.3484428587249686,0.7738243639035464,0.19529146590988333,1.0850224754349544,pass_3_outputs\Health-ClosedIssues0004\NSGA3.csv
UNSGA3,Health-ClosedIssues0004.csv,1,5,5,8,0.3402562662010267,0.87650479475259,0.19696445646005262,1.091560074819975,pass_3_outputs\Health-ClosedIssues0004\UNSGA3.csv
RNSGA3,Health-ClosedIssues0004.csv,1,3,3,8,0.33136856528331904,0.619687863003181,0.4148690029266716,0.9280881419290553,pass_3_outputs\Health-ClosedIssues0004\RNSGA3.csv
RVEA,Health-ClosedIssues0004.csv,1,21,21,8,1.1622243075259,0.573420062800195,0.0443761194576224,0.7270323177916079,pass_3_outputs\Health-ClosedIssues0004\RVEA.csv
AGEMOEA,Health-ClosedIssues0004.csv,1,14,14,8,0.5967419178797772,0.6140899483278999,0.21700776029095,0.954562729981863,pass_3_outputs\Health-ClosedIssues0004\AGEMOEA.csv
AGEMOEA2,Health-ClosedIssues0004.csv,1,5,5,8,0.3402562662010267,0.87650479475259,0.19696445646005262,1.091560074819975,pass_3_outputs\Health-ClosedIssues0004\AGEMOEA2.csv
CTAEA,Health-ClosedIssues0004.csv,1,4,4,8,0.4780440473623018,0.980803815645961,0.24782905743893205,0.9982015233013003,pass_3_outputs\Health-ClosedIssues0004\CTAEA.csv
NSGA2,Health-ClosedIssues0005.csv,1,2,2,4,1.0951486315147743,0.9194755389618213,0.582727717480614,0.5778299963012182,pass_3_outputs\Health-ClosedIssues0005\NSGA2.csv
MOEAD,Health-ClosedIssues0005.csv,1,1,1,4,0.24047497024121794,,0.9303261191559935,0.884913510383117,pass_3_outputs\Health-ClosedIssues0005\MOEAD.csv
NSGA3,Health-ClosedIssues0005.csv,1,1,1,4,1.0811947028306468,,0.895513933998513,0.1556597934500688,pass_3_outputs\Health-ClosedIssues0005\NSGA3.csv
UNSGA3,Health-ClosedIssues0005.csv,1,1,1,4,1.0811947028306468,,0.895513933998513,0.1556597934500688,pass_3_outputs\Health-ClosedIssues0005\UNSGA3.csv
RNSGA3,Health-ClosedIssues0005.csv,1,2,2,4,1.082087873769264,1.3301353123678552,0.5629801059065492,0.784936677911582,pass_3_outputs\Health-ClosedIssues0005\RNSGA3.csv
RVEA,Health-ClosedIssues0005.csv,1,16,16,4,1.270326531191245,0.8306121682615554,0.018630916544578695,0.8921775075196781,pass_3_outputs\Health-ClosedIssues0005\RVEA.csv
AGEMOEA,Health-ClosedIssues0005.csv,1,1,1,4,1.0811947028306468,,0.895513933998513,0.1556597934500688,pass_3_outputs\Health-ClosedIssues0005\AGEMOEA.csv
AGEMOEA2,Health-ClosedIssues0005.csv,1,1,1,4,1.0811947028306468,,0.895513933998513,0.1556597934500688,pass_3_outputs\Health-ClosedIssues0005\AGEMOEA2.csv
CTAEA,Health-ClosedIssues0005.csv,1,2,2,4,1.0951486315147743,0.9194755389618213,0.582727717480614,0.5778299963012182,pass_3_outputs\Health-ClosedIssues0005\CTAEA.csv
NSGA2,Health-ClosedIssues0006.csv,1,3,3,3,1.0091351776661044,0.5999830370449019,0.5026616883025514,0.6733194545269948,pass_3_outputs\Health-ClosedIssues0006\NSGA2.csv
MOEAD,Health-ClosedIssues0006.csv,1,1,1,3,0.9726778844745829,,0.7954336044873059,0.23092563197353397,pass_3_outputs\Health-ClosedIssues0006\MOEAD.csv
NSGA3,Health-ClosedIssues0006.csv,1,2,2,3,0.9819778241245527,0.8783157485542632,0.5026616883025514,0.6425090926814969,pass_3_outputs\Health-ClosedIssues0006\NSGA3.csv
UNSGA3,Health-ClosedIssues0006.csv,1,3,3,3,1.0091351776661044,0.5999830370449017,0.5026616883025514,0.6733194545269948,pass_3_outputs\Health-ClosedIssues0006\UNSGA3.csv
RNSGA3,Health-ClosedIssues0006.csv,1,2,2,3,0.9819778241245527,0.8783157485542632,0.5026616883025514,0.6425090926814969,pass_3_outputs\Health-ClosedIssues0006\RNSGA3.csv
RVEA,Health-ClosedIssues0006.csv,1,23,23,3,1.2870332122844326,0.43638820057758293,0.025926020708568965,0.3740970378690505,pass_3_outputs\Health-ClosedIssues0006\RVEA.csv
